,page_number,sentence_chunk,chunk_char_count,chunk_word_count,chunk_token_count,file_name
54,14,"adtech/algorithmic-marketing-ai-for-marketing-operations-r1.8ga.pdf:A C K N O W L E D G E M E N T S This book would not have been possible without the support and help of many people. I am very grateful to my colleagues and friends, Ali Bouhouch, Max Martynov, David Naylor, Penelope Conlon, Sergey Tryuber, Denys Kopiychenko, and Vadim Kozyrkov, who reviewed the content of the book and offered their feedback. Special thanks go to Konstantin Perikov, who provided a lot of insightful suggestions about search services and also helped with some of the examples. I am indebted to Igor Yagovoy, Victoria Livschitz, Leonard Livschitz, and Ezra Berger for supporting this project and helping with the pub- lishing. Last, but certainly not least, thanks to Kathryn Wright, my editor, who helped me shape the manuscript into the ﬁnal product.",769,134,192.25,adtech/algorithmic-marketing-ai-for-marketing-operations-r1.8ga.pdf
55,16,"adtech/algorithmic-marketing-ai-for-marketing-operations-r1.8ga.pdf:1 I N T R O D U C T I O N In 1888, Vincent van Gogh, a little-known Dutch artist at that time, wrote to his brother, Theo, that the painter of the future would be a colorist the like of which has never yet been seen. Leaving the artistic aspect aside, the very way in which Van Gogh poses the question about the painters of the future and answers it is striking and admirable. Van Gogh, no doubt, was right in anticipating that the artists of the upcoming century would develop skills that have never yet been seen and questioning the ways of doing art. What if we ask the same question about marketing practitioners who live in the era of digital media and abundance of data?Who will be the marketers of the future?",716,137,179.0,adtech/algorithmic-marketing-ai-for-marketing-operations-r1.8ga.pdf
56,16,"adtech/algorithmic-marketing-ai-for-marketing-operations-r1.8ga.pdf:Will they be artists of client communications?Statisticians the like of whom have never yet been seen?Software engineers who create marketing systems?Experts in economic modeling?The history of marketing can be viewed as the evolution of princi- ples, techniques, and best practices for a certain kind of business op- timization.",329,48,82.25,adtech/algorithmic-marketing-ai-for-marketing-operations-r1.8ga.pdf
57,16,"adtech/algorithmic-marketing-ai-for-marketing-operations-r1.8ga.pdf:It has always been recognized that this optimization prob- lem can be approached in a scientiﬁc way and that rigorous mathe- matical methods can be applied to a wide range of marketing appli- cations. Adopters of such methods, however, traditionally struggled with challenges related to incompleteness of data, complexity of real- life marketing settings, inﬂexibility of business processes, and software limitations. The challenges were especially overwhelming in areas that required far-reaching strategic decisions, where human judgment was often the only viable solution for practical applications. The advancement of digital marketing channels changed the game and created an environment that requires millions of micro-decisions to be made, which simply cannot be done efﬁciently without intelli- gent marketing software and algorithms. Targeted sales promotions, dynamic pricing in brick-and-mortar and online stores, e-Commerce search and recommendation services, online advertising – all of these applications require advanced methods of economic modeling, data 1",1072,149,268.0,adtech/algorithmic-marketing-ai-for-marketing-operations-r1.8ga.pdf
58,17,"adtech/algorithmic-marketing-ai-for-marketing-operations-r1.8ga.pdf:2 introduction science, and software engineering to realize the potential of the digi- tal environment. For instance, this potential cannot be fully achieved without tailoring personalized experiences for millions of individual customers, which, in turn, requires millions of unique decisions to be made. Moreover, ubiquitous digital media and mobile devices have empowered customers to go through the entire marketing funnel from research to purchase in seconds, anywhere and anytime, and this per- vasive micro-moment behavior requires marketing decisions to be taken in microseconds as well. This environment introduces the challenge of building marketing systems that make decisions and act at an un- precedented level of autonomy, scale, and depth of analysis. In certain cases, not only can individual decisions and analytics be done in a data-driven way, but entire business processes can be planned, exe- cuted, measured, and optimized by an automatic software system.",976,144,244.0,adtech/algorithmic-marketing-ai-for-marketing-operations-r1.8ga.pdf
59,17,"adtech/algorithmic-marketing-ai-for-marketing-operations-r1.8ga.pdf:Although the problem of marketing automation can be studied from different perspectives, including economics, management, statistics, and engineering, the creators of such systems have to line up all of these pieces into a cohesive set of methods that can be efﬁciently implemented in software to achieve the business objectives. Leading a modern marketing technology project is not unlike conducting an orchestra of diverse instruments and making them operate in concert. We take exactly this perspective on marketing throughout this book and put together the results of the vast experience gained by developers of marketing systems in retail, online advertising, and other industries over the last few decades, as well as the guiding theoretical principles. It should be noted that we deliberately focus on the results reported by industry practitioners that have proved to be useful in business solutions, rather then theoretical and academic studies. Fortunately, the number of methods, models, and architec- tures published by such practitioners is high and sometimes provides a great level of detail.",1106,167,276.5,adtech/algorithmic-marketing-ai-for-marketing-operations-r1.8ga.pdf
60,17,"adtech/algorithmic-marketing-ai-for-marketing-operations-r1.8ga.pdf:Some of these publications are mainly focused on the technology and implementation aspects, whereas others dive deep into mathematical modeling, optimization, and econometrics. In practice, both aspects are important for the successful creation and operation of a marketing system. Many of these results are also based on or related to models developed in scientiﬁc marketing by academic researchers.1.1 the subject of algorithmic marketing One of the traditional deﬁnitions of marketing describes it as the activ- ity of deﬁning products and services offered by a company and com- municating them to existing or potential customers. This activity can",651,97,162.75,adtech/algorithmic-marketing-ai-for-marketing-operations-r1.8ga.pdf
61,18,"adtech/algorithmic-marketing-ai-for-marketing-operations-r1.8ga.pdf:1.1 the subject of algorithmic marketing 3 be broken down into several streams that are typically described as variations of the following categories [McCarthy, 1960]: • Product – analysis of marketing opportunities, planning of prod- uct lines and product features, assortment planning. •Promotion – all methods of communication between the com- pany and its customers: advertisements, recommendations, cus- tomer care, and others. •Price – pricing strategies, including posted prices, price dis- counts, and price changes over time. •Place – historically, this refers to the process of making a prod- uct or service available to the end user through various distri- bution channels. More recent interpretations emphasize the role of product discovery and convenience to buy, with the argument that distribution is becoming less relevant with the rise of digital marketing channels [Lauterborn, 1990].",902,133,225.5,adtech/algorithmic-marketing-ai-for-marketing-operations-r1.8ga.pdf
62,18,adtech/algorithmic-marketing-ai-for-marketing-operations-r1.8ga.pdf:This categorization is well known as the marketing mix. The mix can be viewed as a set of variables that a marketing manager or marketing software can control to inﬂuence the position of products and brands in the market. Each component of the marketing mix represents a broad area that can be viewed and studied from different perspectives. The subject of algorithmic marketing can be better understood by distin- guishing the following two aspects of marketing activities: strategy and process. We use the term strategy to label long-term top-level business decisions that deﬁne the value proposition of the company and set the overall direction for its marketing processes.,676,108,169.0,adtech/algorithmic-marketing-ai-for-marketing-operations-r1.8ga.pdf
63,18,"adtech/algorithmic-marketing-ai-for-marketing-operations-r1.8ga.pdf:For example, a retailer has to deﬁne its target market, customer services, and product lines as parts of the business strategy. The process is an implementation of the strategy that focuses on tactical decisions that support continuous functioning of the company. Continuing the example with a retailer, high-level pricing and promotional strategies require numerous deci- sions about how to select consumers for promotional campaigns or how prices for individual products should change over time. Although the scope of neither strategy nor tactical processes can be rigorously deﬁned, and there is no clear boundary between these two counterparts, we can argue that the strategy side is more focused on ex- ploration, analysis, and planning involving human judgment, whereas the process side is more focused on execution, micro-decisioning, and, most importantly, automation. This makes the process side of market- ing especially attractive for our study, although both strategy and pro- cess can be described from the viewpoint of data science and clearly",1057,160,264.25,adtech/algorithmic-marketing-ai-for-marketing-operations-r1.8ga.pdf
64,19,"adtech/algorithmic-marketing-ai-for-marketing-operations-r1.8ga.pdf:4 introduction beneﬁt from data-driven methods. The short summary is that the sub- ject of algorithmic marketing mainly concerns the processes that can be found in the four areas of the marketing mix and the automation of these processes by using data-driven techniques and econometric methods.1.2 the definition of algorithmic marketing We deﬁne algorithmic marketing as a marketing process that is auto- mated to such a degree that it can be steered by setting a business objective in a marketing software system. This implies that the market- ing system should be intelligent and knowledgeable enough to under- stand a high-level objective, such as the acquisition of new customers or revenue maximization, to plan and execute a sequence of business actions, such as an advertisement campaign or price adjustment, with the aim of achieving the objective, and to learn from the results to correct and optimize the actions if needed. This basic principle is illus- trated in Figure 1.1.",987,158,246.75,adtech/algorithmic-marketing-ai-for-marketing-operations-r1.8ga.pdf
65,19,"adtech/algorithmic-marketing-ai-for-marketing-operations-r1.8ga.pdf:In this book, we also use the term programmatic to refer to highly automated marketing software systems and services, and the terms algorithmic and programmatic are used interchangeably in most contexts. Figure 1.1: A conceptual view of the algorithmic marketing ecosystem. Although it would be ideal for a programmatic system to be perfectly automated and autonomous, we do not consider this a principal goal or design requirement. On the contrary, a programmatic system is typ- ically maintained by many people, including data scientists, engineers, and analysts, who develop and adjust models and algorithms to im- prove the system’s efﬁciency and capabilities. It can also consume the outputs of strategic analysis and planning done elsewhere with non- programmatic methods and, possibly, in connection with some other problems.",832,126,208.0,adtech/algorithmic-marketing-ai-for-marketing-operations-r1.8ga.pdf
66,19,"adtech/algorithmic-marketing-ai-for-marketing-operations-r1.8ga.pdf:However, the system’s ability to understand the business objective and work through the entire process from the objective to measurable results is essential. Again, it is important to keep in mind the limitations and perils of automation in marketing. In many real-life",269,42,67.25,adtech/algorithmic-marketing-ai-for-marketing-operations-r1.8ga.pdf
67,20,"adtech/algorithmic-marketing-ai-for-marketing-operations-r1.8ga.pdf:1.3 historical backgrounds and context 5 applications, it is more appropriate to view programmatic systems as intelligent tools that enable marketers to efﬁciently achieve what they want, rather than as their replacements.1.3 historical backgrounds and context There is no sharp boundary between algorithmic and non-algorithmic marketing. In some senses, it is even invalid to draw such a boundary because algorithmic systems are just a method of answering old mar- keting questions, not posing new ones. However, it is evident that the level of marketing automation differs sharply across industries, which indicates that some environments are more favorable in that regard than others. Conversely, successful acquisition of advanced algorithmic methods can drastically transform an industry and create increasingly better conditions for further development.",859,122,214.75,adtech/algorithmic-marketing-ai-for-marketing-operations-r1.8ga.pdf
68,20,"adtech/algorithmic-marketing-ai-for-marketing-operations-r1.8ga.pdf:Analysis of such favorable environments is a natural starting point for understanding algorith- mic marketing. Let us brieﬂy review several business cases that laid the foundation for algorithmic marketing in search of the patterns and characteristics that enabled the systematic approach.1.3.1 Online Advertising: Services and Exchanges The history of internet advertising can be traced back to May 3, 1978, when the ﬁrst spam email was sent to 400 users of the computer net- work ARPANET, deployed at that time in just four locations: the Uni- versity of Utah, UCLA, UC Santa Barbara, and Stanford Research. Fif- teen years later, by 1993, when ARPANET had developed into the In- ternet and the spread of the Web enabled multimedia websites, the market of banner ads appeared. This new market originally relied on direct selling of banner slots offered by website publishers to advertis- ers, but this approach started to lose its efﬁciency very quickly when there was a surge in the number of websites.",1005,162,251.25,adtech/algorithmic-marketing-ai-for-marketing-operations-r1.8ga.pdf
69,20,"adtech/algorithmic-marketing-ai-for-marketing-operations-r1.8ga.pdf:It became operationally difﬁcult or even impossible for advertisers to run ad campaigns and manage budgets across thousands of publishers. On the other hand, publishers needed a robust and centralized way to sell their inventory at scale. The challenge was taken up by ad networks that acted as brokers between publishers and advertisers. DoubleClick, launched in 1996, of- fered a platform that enabled advertisers to run ad campaigns across a wide network of websites, dynamically customize a campaign accord- ing to its performance, and measure the return on investment. This created a perfect environment for automatic decision making because",646,99,161.5,adtech/algorithmic-marketing-ai-for-marketing-operations-r1.8ga.pdf
70,21,"adtech/algorithmic-marketing-ai-for-marketing-operations-r1.8ga.pdf:6 introduction the measurements and adjustments could be done dynamically. How- ever, it was not really programmatic at that time. The online search engines, meanwhile, were also struggling to im- prove their advertising capabilities. Advertisers paid for the number of times their ad was demonstrated by the search engine – the cost per thousand impressions (CPM) model – similarly to banner ads. This approach was inﬂexible from the pricing perspective, causing certain revenue losses for search engines, and also from the targeting perspec- tive because irrelevant ads were not penalized in any way.",602,93,150.5,adtech/algorithmic-marketing-ai-for-marketing-operations-r1.8ga.pdf
71,21,"adtech/algorithmic-marketing-ai-for-marketing-operations-r1.8ga.pdf:The break- through happened in 1998 when the GoTo.com search engine intro- duced an automated auction model with two innovative features: • Advertisers could bid how much they would be willing to pay to appear at the top of the results for speciﬁc search queries. •Advertisers paid per click, not per impression. The per-pay-click (PPC) model improved both revenues and ad rele- vancy because advertisers who were willing to pay for top ad spots for speciﬁc search queries generally offered more relevant and better re- sources. This model was adopted by Google in 2002 with one principal improvement: the ad was selected based on Google’s expected revenue, not the bid amount. Google measured the click-through rate for each ad as a ratio between clicks and impressions, and the expected revenue was estimated as revenue “ bid price ˆ click-through rate This was a programmatic self-learning technique that optimized the business objective, both in terms of revenue and relevancy, because click-through rates tend to be low for irrelevant ads, so even high- budget advertisers were not able to clog up the bandwidth.",1117,181,279.25,adtech/algorithmic-marketing-ai-for-marketing-operations-r1.8ga.pdf
